SPEC,species,family,pft,growth period,age,growingCondition,light,plant #,harvest #,m.rt,m.st,m.so,m.to,m.lf,m.br,m.to2,a.lf,ma.ilf,a.ilf,c.d,h.t,d.ba,d.cr,d.cr2,a.cp,r.st
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,6,8,1,0.073,0.218,0.469,0.542,0.251,,0.669,0.0107,0.023,17.9,,25,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,12,1,1,0.118,0.305,0.66,0.778,0.355,,0.778,0.0115,0.031,19.1,,25,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,12,2,1,0.093,0.22,0.485,0.578,0.265,,0.645,0.0087,0.03,17.5,,22,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,12,3,1,0.104,0.309,0.675,0.779,0.366,,0.879,0.0137,0.027,34.2,,25,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,12,4,1,0.106,0.253,0.582,0.688,0.329,,0.803,0.0107,0.031,26.7,,25,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,12,5,1,0.092,0.279,0.501,0.593,0.222,,0.698,0.0085,0.026,17,,23,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,12,6,1,0.091,0.279,0.573,0.664,0.294,,0.788,0.01,0.029,16.7,,25,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,12,7,1,0.057,0.224,0.455,0.512,0.231,,0.603,0.0089,0.026,14.8,,23,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,12,8,1,0.119,0.179,0.467,0.586,0.288,,0.586,0.0107,0.027,17.9,,19,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,25,1,1,0.159,0.444,0.887,1.046,0.443,,1.135,0.013,0.034,18.5,,25,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,25,2,1,0.139,0.363,0.812,0.951,0.449,,1.056,0.0148,0.03,21.1,,24,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,25,4,1,0.138,0.277,0.615,0.753,0.338,,0.844,0.0093,0.036,15.5,,23,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,25,5,1,0.099,0.185,0.437,0.536,0.252,,0.639,0.008,0.031,13.4,,23,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,25,6,1,0.13,0.362,0.78,0.91,0.418,,0.91,0.0134,0.031,19.1,,22,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,25,7,1,0.125,0.422,0.9,1.025,0.478,,1.025,0.0152,0.031,21.7,,24,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,25,8,1,0.111,0.248,0.671,0.782,0.423,,0.782,0.0144,0.029,18,,20,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,50,1,1,0.17,0.39,0.889,1.059,0.499,,1.188,0.0136,0.037,19.5,,23,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,50,2,1,0.135,0.297,0.626,0.761,0.329,,0.761,0.0084,0.039,14.1,,21,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,50,3,1,0.138,0.417,0.866,1.004,0.449,,1.004,0.0107,0.042,15.3,,23,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,50,4,1,0.155,0.355,0.789,0.944,0.434,,1.024,0.0106,0.041,17.7,,24,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,50,5,1,0.139,0.332,0.709,0.848,0.377,,0.848,0.01,0.038,14.3,,23,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,50,7,1,0.153,0.336,0.773,0.926,0.437,,1.007,0.0125,0.035,17.9,,23,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,50,8,1,0.182,0.439,1.01,1.192,0.571,,1.326,0.0159,0.036,22.7,,21,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,100,1,1,0.082,0.25,0.476,0.558,0.226,,0.558,0.0042,0.054,5.3,,21,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,100,2,1,0.112,0.244,0.529,0.641,0.285,,0.641,0.0063,0.045,9,,20,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,100,3,1,0.052,0.206,0.445,0.497,0.239,,0.497,0.0057,0.042,14.2,,18,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,100,4,1,0.09,0.238,0.567,0.657,0.329,,0.657,0.0089,0.037,8.1,,17,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,100,5,1,0.053,0.162,0.353,0.406,0.191,,0.406,0.0055,0.035,5.5,,13,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,100,6,1,0.034,0.205,0.38,0.414,0.175,,0.414,0.0048,0.036,9.6,,19,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,100,7,1,0.111,0.271,0.53,0.641,0.259,,0.718,0.0066,0.039,7.4,,19,,,,,
MAR,Swietenia macrophylla,Meliaceae,EA,0,,CG,100,8,1,0.108,0.231,0.471,0.579,0.24,,0.657,0.0045,0.053,7.5,,20,,,,,
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,3,1,2,1.86,1.913,3.486,5.35,1.57,,5.35,0.065,0.024,50,,38.7,0.42,,,,0.37
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,3,3,2,0.65,1.377,2.974,3.627,1.6,,3.63,0.0797,0.02,50,,40.5,0.37,,,,0.32
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,3,4,2,1.05,1.685,3.037,4.083,1.35,,4.08,0.0589,0.023,42,,47,0.42,,,,0.27
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,3,5,2,1.3,2.339,5.015,6.318,2.68,,6.32,0.1193,0.022,66,,53.5,0.47,,,,0.26
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,3,7,2,1.08,1.2,1.864,2.943,0.66,,2.94,0.0257,0.026,26,,35,0.36,,,,0.34
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,3,8,2,3.25,3.445,7.243,10.497,3.8,,10.5,0.1593,0.024,88,,69.2,0.62,,,,0.16
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,3,10,2,0.48,0.554,1.153,1.629,0.6,,1.63,0.0294,0.02,27,,24.6,0.28,,,,0.37
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,3,11,2,1.15,0.875,1.425,2.572,0.55,,2.57,0.0245,0.022,31,,30.4,0.31,,,,0.38
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,3,12,2,1.02,1.184,2.256,3.279,1.07,,3.28,0.0483,0.022,40,,44.6,0.37,,,,0.25
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,6,1,2,0.83,1.342,2.833,3.666,1.49,,3.67,0.0685,0.022,43,,40,0.42,,,,0.25
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,6,2,2,1.39,2.541,5.917,7.307,3.38,,7.31,0.1292,0.026,59,,60,0.47,,,,0.25
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,6,3,2,0.54,1.179,1.383,1.921,0.2,,1.92,0.0062,0.033,16,,44,0.36,,,,0.26
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,6,4,2,4.74,4.919,9.799,14.537,4.88,,14.54,0.2063,0.024,94,,72,0.65,,,,0.21
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,6,5,2,1.39,1.9,4.081,5.475,2.18,,5.48,0.1074,0.02,60,,49,0.4,,,,0.31
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,6,6,2,0.79,1.985,2.564,3.358,0.58,,3.36,0.0179,0.032,30,,53,0.43,,,,0.26
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,6,7,2,0.61,1.698,3.064,3.678,1.37,,3.68,0.0528,0.026,44,,54,0.4,,,,0.25
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,6,8,2,0.51,1.371,2.286,2.8,0.92,,2.8,0.0372,0.025,47,,49,0.37,,,,0.26
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,6,9,2,4.79,7.53,13.516,18.31,5.99,,18.31,0.2246,0.027,102,,89,0.67,,,,0.24
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,6,10,2,2.54,3.098,6.013,8.551,2.92,,8.55,0.1214,0.024,87,,57,0.49,,,,0.29
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,6,11,2,1.01,2.222,4.825,5.831,2.6,,5.83,0.1177,0.022,62,,67,0.41,,,,0.25
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,6,12,2,0.9,1.68,2.146,3.041,0.47,,3.04,0.0149,0.031,21,,42,0.38,,,,0.35
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,12,2,2,1.25,1.23,1.808,3.057,0.58,,3.06,0.0194,0.03,24,,34,0.35,,,,0.38
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,12,3,2,2.6,2.664,4.579,7.181,1.92,,7.18,0.0661,0.029,73,,38,0.48,,,,0.4
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,12,4,2,2.84,3.478,6.113,8.953,2.64,,8.95,0.1013,0.026,53,,34,0.56,,,,0.42
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,12,5,2,7.89,4.926,8.382,16.269,3.46,,16.27,0.1234,0.028,62,,64,0.58,,,,0.3
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,12,6,2,1.66,1.873,3.559,5.223,1.69,,5.22,0.0735,0.023,53,,55,0.43,,,,0.24
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,12,7,2,0.99,1.495,2.971,3.965,1.48,,3.97,0.0678,0.022,62,,50,0.49,,,,0.16
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,12,8,2,3.81,5.74,10.42,14.23,4.68,,14.23,0.1986,0.024,110,,80,0.61,,,,0.25
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,12,9,2,3.41,4.554,8.463,11.877,3.91,,11.88,0.1094,0.036,52,,78,0.59,,,,0.22
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,12,10,2,3.77,4.134,7.593,11.363,3.46,,11.36,0.1257,0.028,79,,75,0.53,,,,0.25
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,12,11,2,4.3,3.88,7.135,11.433,3.26,,11.43,0.1344,0.024,67,,61,0.57,,,,0.25
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,25,2,2,1.41,1.806,3.608,5.022,1.8,,5.02,0.0588,0.031,45,,47,0.43,,,,0.26
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,25,3,2,6.23,4.983,7.721,13.949,2.74,,13.95,0.0911,0.03,54,,65,0.65,,,,0.23
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,25,4,2,7.48,6.905,10.207,17.691,3.3,,17.69,0.0954,0.035,56,,68,0.7,,,,0.26
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,25,5,2,2.32,2.244,4.224,6.544,1.98,,6.54,0.067,0.03,45,,56,0.47,,,,0.23
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,25,6,2,6.91,4.24,6.9,13.805,2.66,,13.81,0.0916,0.029,57,,59,0.62,,,,0.24
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,25,7,2,9.18,4.759,7.369,16.552,2.61,,16.55,0.0793,0.033,53,,49,0.61,,,,0.34
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,25,8,2,0.88,1.491,2.471,3.355,0.98,,3.36,0.0328,0.03,27,,53,0.44,,,,0.19
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,25,10,2,3.12,2.706,5.049,8.165,2.34,,8.17,0.0784,0.03,65,,60,0.44,,,,0.3
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,25,11,2,5.13,3.471,6.368,11.502,2.9,,11.5,0.0972,0.03,54,,56,0.53,,,,0.28
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,25,12,2,4.52,3.462,5.83,10.349,2.37,,10.35,0.0725,0.033,40,,62,0.48,,,,0.31
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,50,1,2,9.54,8.76,12.626,22.166,3.87,,22.17,0.0897,0.043,39,,70,0.86,,,,0.22
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,50,2,2,3.64,2.404,4.422,8.06,2.02,,8.06,0.0413,0.049,32,,47,0.44,,,,0.34
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,50,3,2,3.66,2.46,4.188,7.846,1.73,,7.85,0.0435,0.04,29,,48,0.46,,,,0.31
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,50,4,2,3.41,3.718,6.643,10.049,2.93,,10.05,0.0679,0.043,36,,69,0.56,,,,0.22
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,50,5,2,5.16,5.29,7.906,13.061,2.62,,13.06,0.0451,0.058,32,,60,0.61,,,,0.31
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,50,6,2,7.47,4.23,6.824,14.294,2.59,,14.29,0.0584,0.044,34,,41,0.6,,,,0.36
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,50,7,2,9.97,6.22,10.097,20.062,3.88,,20.06,0.0852,0.045,39,,61,0.75,,,,0.23
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,50,8,2,6.14,4.46,7.847,13.982,3.39,,13.98,0.0717,0.047,30,,47,0.66,,,,0.28
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,50,9,2,2.3,2.188,3.312,5.608,1.12,,5.61,0.0289,0.039,29,,41,0.43,,,,0.37
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,50,10,2,15.01,5.938,9.503,24.515,3.57,,24.52,0.0765,0.047,45,,54,0.78,,,,0.23
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,50,11,2,2.73,3.006,5.098,7.83,2.09,,7.83,0.0514,0.041,40,,54,0.46,,,,0.34
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,50,12,2,1.49,1.846,3.731,5.221,1.89,,5.22,0.0524,0.036,33,,47,0.41,,,,0.3
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,100,5,2,1,1.068,1.73,2.733,0.66,,2.73,0.0141,0.047,18,,36.7,0.4,,,,0.24
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,100,6,2,0.72,1.2,2.372,3.087,1.17,,3.09,0.0231,0.051,26,,40.4,0.33,,,,0.36
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,100,9,2,4.04,2.311,4.162,8.205,1.85,,8.21,0.0379,0.049,29,,37,0.44,,,,0.41
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,100,10,2,1.92,1.52,2.02,3.935,0.5,,3.94,0.0105,0.048,17,,33.1,0.39,,,,0.38
TUM,Amburana cearensis,Fabaceae,DA,156,,CG,100,12,2,4.76,2.314,4.019,8.779,1.71,,8.78,0.0374,0.046,27,,41.5,0.47,,,,0.32
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,3,1,1,0.038,0.137,0.37,0.408,0.233,,0.408,0.0142,0.016,23.7,,24.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,3,2,1,0.056,0.127,0.323,0.379,0.196,,0.379,,,,,19,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,3,3,1,0.046,0.087,0.238,0.284,0.151,,0.284,0.0096,0.016,16,,21.8,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,3,4,1,0.099,0.261,0.58,0.679,0.319,,0.679,0.0185,0.017,36.9,,26,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,3,5,1,0.068,0.16,0.455,0.523,0.295,,0.523,0.0176,0.017,29.4,,27,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,3,6,1,0.086,0.296,0.698,0.784,0.402,,0.784,0.0254,0.016,36.3,,33.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,3,7,1,0.087,0.27,0.714,0.801,0.444,,0.801,0.0251,0.018,41.8,,32.3,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,3,8,1,0.126,0.328,0.985,1.111,0.657,,1.111,0.0336,0.02,48.1,,29,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,6,1,1,0.111,0.226,0.509,0.62,0.283,,0.62,0.0142,0.02,28.4,,27.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,6,2,1,0.155,0.178,0.515,0.67,0.337,,0.67,0.0178,0.019,29.6,,25.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,6,3,1,0.11,0.391,0.912,1.022,0.521,,1.022,0.0255,0.02,31.9,,39,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,6,4,1,0.049,0.105,0.311,0.36,0.206,,0.36,0.0107,0.019,26.8,,19,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,6,5,1,0.16,0.337,0.745,0.905,0.408,,0.905,0.0196,0.021,32.6,,32.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,6,6,1,0.034,0.123,0.281,0.315,0.158,,0.315,0.0081,0.019,20.3,,25.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,6,7,1,0.238,0.407,0.842,1.08,0.435,,1.08,0.0199,0.022,33.2,,33,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,6,8,1,0.043,0.115,0.248,0.291,0.133,,0.291,0.0074,0.018,14.9,,22,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,12,1,1,0.11,0.243,0.613,0.723,0.37,,0.723,0.015,0.025,24.9,,27.4,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,12,2,1,0.244,0.434,0.919,1.163,0.485,,1.163,0.0191,0.025,27.3,,28.7,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,12,3,1,0.169,0.214,0.509,0.678,0.295,,0.678,0.0131,0.022,26.2,,24.3,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,12,4,1,0.258,0.429,0.837,1.095,0.408,,1.095,0.0171,0.024,24.4,,29.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,12,5,1,0.249,0.27,0.633,0.882,0.363,,0.882,0.0167,0.022,27.8,,24.2,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,12,6,1,0.209,0.424,1.032,1.241,0.608,,1.241,0.0292,0.021,36.6,,29,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,12,7,1,0.164,0.307,0.822,0.986,0.515,,0.986,0.0224,0.023,32,,24,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,12,8,1,0.082,0.11,0.289,0.371,0.179,,0.371,0.0088,0.02,17.7,,20.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,25,1,1,0.523,0.734,1.585,2.108,0.851,,2.108,0.0304,0.028,38,,32.3,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,25,2,1,0.207,0.168,0.472,0.679,0.304,,0.679,0.0125,0.024,24.9,,21,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,25,3,1,0.399,0.453,1.107,1.506,0.654,,1.506,0.0239,0.027,34.2,,27.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,25,4,1,0.185,0.221,0.589,0.774,0.368,,0.774,0.0136,0.027,19.5,,24.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,25,5,1,0.208,0.385,0.692,0.9,0.307,,0.9,0.0112,0.027,37.4,,27,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,25,6,1,0.291,0.39,0.936,1.227,0.546,,1.227,0.0233,0.023,29.1,,27,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,25,7,1,0.228,0.318,0.761,0.989,0.443,,0.989,0.0176,0.025,22,,27,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,25,8,1,0.109,0.23,0.47,0.579,0.24,,0.579,0.0105,0.023,20.9,,28.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,50,1,1,0.291,0.303,0.798,1.089,0.495,,1.089,0.0153,0.032,19.1,,24,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,50,2,1,0.334,0.334,1.05,1.384,0.716,,1.384,0.0218,0.033,24.2,,27.2,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,50,3,1,0.215,0.179,0.382,0.597,0.203,,0.597,0.0067,0.03,11.1,,20,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,50,4,1,0.123,0.342,0.791,0.914,0.449,,0.914,0.0144,0.031,23.9,,30.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,50,5,1,0.176,0.285,0.574,0.75,0.289,,0.75,0.0109,0.027,21.8,,23.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,50,6,1,0.061,0.121,0.3,0.361,0.179,,0.361,0.0067,0.027,13.4,,21,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,50,7,1,0.123,0.169,0.457,0.58,0.288,,0.58,0.0098,0.029,16.4,,20.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,50,8,1,0.199,0.196,0.454,0.653,0.258,,0.653,0.0091,0.028,18.2,,19.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,100,1,1,0.397,0.421,1.132,1.529,0.711,,1.565,0.0193,0.037,24.1,,26.3,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,100,2,1,0.313,0.425,0.967,1.28,0.542,,1.29,0.0164,0.033,27.3,,25.7,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,100,3,1,0.268,0.24,0.495,0.763,0.255,,0.763,0.0083,0.031,13.9,,23,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,100,4,1,0.178,0.306,0.793,0.971,0.487,,0.971,0.0141,0.034,17.7,,22.8,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,100,5,1,0.067,0.162,0.422,0.489,0.26,,0.489,0.0082,0.032,16.5,,17.3,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,100,6,1,0.29,0.357,0.653,0.943,0.296,,0.943,0.0083,0.036,20.6,,25,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,100,7,1,0.48,0.452,0.95,1.43,0.498,,1.43,0.0132,0.038,16.6,,23.5,,,,,
TUM,Amburana cearensis,Fabaceae,DA,0,,CG,100,8,1,0.169,0.188,0.478,0.647,0.29,,0.647,0.0088,0.033,12.5,,20.5,,,,,
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,3,1,2,0.2,0.269,0.65,0.845,0.38,,0.85,0.0126,0.03,4.8,,26,0.22,,,,0.28
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,3,2,2,0.29,0.381,1.095,1.384,0.71,,1.38,0.0209,0.034,6.1,,37,0.25,,,,0.21
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,3,3,2,0.16,0.287,1.013,1.172,0.73,,1.17,0.0266,0.027,4.7,,28,0.2,,,,0.33
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,3,4,2,0.42,0.516,1.653,2.075,1.14,,2.08,0.0363,0.031,4.8,,41,0.27,,,,0.22
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,3,5,2,0.29,0.432,1.306,1.597,0.87,,1.6,0.0292,0.03,4.9,,29,0.26,,,,0.28
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,3,6,2,0.18,0.31,0.887,1.071,0.58,,1.07,0.0192,0.03,6.4,,35,0.28,,,,0.14
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,3,7,2,0.26,0.57,1.405,1.667,0.84,,1.67,0.0278,0.03,4.6,,48,0.27,,,,0.22
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,3,8,2,0.32,0.657,1.844,2.167,1.19,,2.17,0.0389,0.031,6.2,,46,0.27,,,,0.25
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,3,9,2,0.33,0.412,1.057,1.388,0.65,,1.39,0.02,0.032,5.6,,37,0.23,,,,0.28
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,3,10,2,0.19,0.31,0.827,1.021,0.52,,1.02,0.0158,0.033,6.6,,33,0.22,,,,0.26
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,3,11,2,0.29,0.526,1.464,1.753,0.94,,1.75,0.0291,0.032,7.7,,45,0.29,,,,0.18
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,3,12,2,0.27,0.597,1.596,1.869,1,,1.87,0.0312,0.032,7.4,,47,0.29,,,,0.2
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,6,1,2,0.42,0.551,1.922,2.34,1.37,,2.34,0.0466,0.029,4.9,,41,0.27,,,,0.25
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,6,2,2,1.06,1.573,3.952,5.011,2.38,,5.01,0.0757,0.031,7.1,,52,0.39,,,,0.25
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,6,3,2,0.68,1.428,3.757,4.438,2.33,,4.44,0.0725,0.032,7.1,,61,0.36,,,,0.24
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,6,4,2,0.26,0.595,1.775,2.037,1.18,,2.04,0.0381,0.031,7.1,,50,0.25,,,,0.24
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,6,5,2,0.41,0.646,1.795,2.202,1.15,,2.2,0.0405,0.028,4.8,,43,0.31,,,,0.2
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,6,6,2,0.3,0.438,1.622,1.918,1.18,,1.92,0.0382,0.031,5,,29,0.27,,,,0.27
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,6,7,2,0.39,0.67,1.68,2.068,1.01,,2.07,0.0318,0.032,6.4,,56,0.27,,,,0.21
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,6,8,2,0.42,0.874,2.513,2.933,1.64,,2.93,0.0535,0.031,6.7,,52,0.34,,,,0.19
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,6,9,2,0.48,0.518,1.722,2.198,1.2,,2.2,0.0413,0.029,5.7,,39,0.29,,,,0.2
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,6,10,2,0.31,0.45,1.349,1.656,0.9,,1.66,0.0307,0.029,6.1,,41,0.3,,,,0.16
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,6,11,2,0.64,1.11,3.024,3.668,1.91,,3.67,0.0623,0.031,6.9,,43,0.34,,,,0.29
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,6,12,2,0.47,0.871,2.566,3.039,1.7,,3.04,0.0543,0.031,6.3,,47,0.35,,,,0.19
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,12,1,2,1.13,1.564,4.526,5.657,2.96,,5.66,0.094,0.032,7,,55,0.36,,,,0.28
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,12,2,2,0.36,0.355,1.08,1.436,0.73,,1.44,0.0229,0.032,4.7,,31,0.22,,,,0.31
ENC,Cariniana micrantha,Lecythidaceae,DA,135,,CG,12,3,2,0.83,1.31,3.475,4.306,2.17,,4.31,0.0655,0.033,7.3,,52,0.34,,,,0.29
